Designator Footprint               Mid X         Mid Y         Ref X         Ref Y         Pad X         Pad Y TB      Rotation Comment        

R236       RESC1005X40L        251.536mm     201.498mm     251.536mm     201.498mm     252.036mm     201.498mm  T        180.00 0R             
R235       RESC1005X40L        251.536mm     194.894mm     251.536mm     194.894mm     252.036mm     194.894mm  T        180.00 10K            
R234       RESC1005X40L        251.536mm     203.022mm     251.536mm     203.022mm     252.036mm     203.022mm  T        180.00 0R             
R233       RESC1005X40L        251.536mm     204.546mm     251.536mm     204.546mm     252.036mm     204.546mm  T        180.00 0R             
R232       RESC1005X40L        251.536mm      206.07mm     251.536mm      206.07mm     252.036mm      206.07mm  T        180.00 0R             
R231       RESC1005X40L        251.536mm     189.814mm     251.536mm     189.814mm     252.036mm     189.814mm  T        180.00 0R             
R229       RESC1005X40L        251.536mm      188.29mm     251.536mm      188.29mm     251.036mm      188.29mm  T        360.00 0R             
R227       RESC1005X40L        248.615mm     229.184mm     248.615mm     229.184mm     248.615mm     228.684mm  T         90.00 47R            
R222       RESC1005X40L         270.84mm     213.436mm      270.84mm     213.436mm      271.34mm     213.436mm  T        180.00 3R3            
R221       RESC1005X40L        266.141mm     199.847mm     266.141mm     199.847mm     266.141mm     199.347mm  T         90.00 3R3            
R220       RESC1005X40L        265.125mm     199.847mm     265.125mm     199.847mm     265.125mm     199.347mm  T         90.00 3R3            
R219       RESC1005X40L        270.078mm     226.136mm     270.078mm     226.136mm     270.078mm     225.636mm  T         90.00 47R            
R218       RESC1005X40L        262.077mm     199.847mm     262.077mm     199.847mm     262.077mm     199.347mm  T         90.00 3R3            
R217       RESC1005X40L        263.093mm     199.847mm     263.093mm     199.847mm     263.093mm     199.347mm  T         90.00 3R3            
R216       RESC1005X40L        261.061mm     199.847mm     261.061mm     199.847mm     261.061mm     199.347mm  T         90.00 3R3            
R215       RESC1005X40L        264.109mm     199.847mm     264.109mm     199.847mm     264.109mm     199.347mm  T         90.00 3R3            
R214       RESC1005X40L       264.5154mm    221.2846mm    264.5154mm    221.2846mm    264.5154mm    221.7846mm  T        270.00 49R9           
R213       RESC1005X40L        263.601mm    221.2338mm     263.601mm    221.2338mm     263.601mm    221.7338mm  T        270.00 49R9           
R212       RESC1005X40L       262.4834mm    221.2338mm    262.4834mm    221.2338mm    262.4834mm    221.7338mm  T        270.00 49R9           
R211       RESC1005X40L        261.569mm    221.2338mm     261.569mm    221.2338mm     261.569mm    221.7338mm  T        270.00 49R9           
R210       RESC1005X40L       259.4862mm    221.2338mm    259.4862mm    221.2338mm    259.4862mm    221.7338mm  T        270.00 49R9           
R209       RESC1005X40L       258.5718mm    221.2338mm    258.5718mm    221.2338mm    258.5718mm    221.7338mm  T        270.00 49R9           
R208       RESC1005X40L       257.4542mm    221.2338mm    257.4542mm    221.2338mm    257.4542mm    221.7338mm  T        270.00 49R9           
R207       RESC1005X40L       256.5398mm    221.2338mm    256.5398mm    221.2338mm    256.5398mm    221.7338mm  T        270.00 49R9           
R206       RESC1005X40L        219.532mm     111.836mm     219.532mm     111.836mm     219.532mm     111.336mm  T         90.00 3R3            
R205       RESC1005X40L        224.104mm     111.836mm     224.104mm     111.836mm     224.104mm     111.336mm  T         90.00 3R3            
R204       RESC1005X40L        216.484mm     111.836mm     216.484mm     111.836mm     216.484mm     111.336mm  T         90.00 3R3            
R203       RESC1005X40L        221.056mm     111.836mm     221.056mm     111.836mm     221.056mm     111.336mm  T         90.00 3R3            
R202       RESC1005X40L         222.58mm     111.836mm      222.58mm     111.836mm      222.58mm     111.336mm  T         90.00 3R3            
R201       RESC1005X40L        218.008mm     111.836mm     218.008mm     111.836mm     218.008mm     111.336mm  T         90.00 3R3            
R200       RESC1005X40L        193.624mm      35.128mm     193.624mm      35.128mm     193.624mm      34.628mm  T         90.00 0R             
R199       RESC1005X40L        19.0244mm    187.9852mm     19.0244mm    187.9852mm     18.5244mm    187.9852mm  T        360.00 3K3            
R198       RESC1005X40L        19.0244mm    185.4452mm     19.0244mm    185.4452mm     18.5244mm    185.4452mm  T        360.00 3K3            
R197       RESC1005X40L        19.0244mm    182.9052mm     19.0244mm    182.9052mm     18.5244mm    182.9052mm  T        360.00 3K3            
R196       RESC1005X40L        19.0244mm    180.3652mm     19.0244mm    180.3652mm     18.5244mm    180.3652mm  T        360.00 3K3            
R195       RESC1005X40L         36.652mm     188.036mm      36.652mm     188.036mm      37.152mm     188.036mm  T        180.00 3K3            
R194       RESC1005X40L         36.652mm     185.496mm      36.652mm     185.496mm      37.152mm     185.496mm  T        180.00 3K3            
R193       RESC1005X40L         36.652mm     182.956mm      36.652mm     182.956mm      37.152mm     182.956mm  T        180.00 3K3            
R192       RESC1005X40L         36.652mm     180.416mm      36.652mm     180.416mm      37.152mm     180.416mm  T        180.00 3K3            
R191       RESC1005X40L        264.236mm      79.324mm     264.236mm      79.324mm     264.236mm      78.824mm  T         90.00 10K            
R190       RESC1005X40L        265.887mm     91.5922mm     265.887mm     91.5922mm     265.387mm     91.5922mm  T        360.00 100R           
R189       RESC1005X40L        262.712mm      79.324mm     262.712mm      79.324mm     262.712mm      78.824mm  T         90.00 10K            
R188       RESC1005X40L        235.788mm      69.672mm     235.788mm      69.672mm     235.288mm      69.672mm  T        360.00 10K            
R187       RESC1005X40L        235.788mm      70.688mm     235.788mm      70.688mm     235.288mm      70.688mm  T        360.00 10K            
R186       RESC1005X40L         235.78mm      75.768mm      235.78mm      75.768mm      235.28mm      75.768mm  T        360.00 10K            
R185       RESC1005X40L         235.78mm      76.784mm      235.78mm      76.784mm      235.28mm      76.784mm  T        360.00 10K            
R184       RESC1005X40L        235.788mm       67.64mm     235.788mm       67.64mm     235.288mm       67.64mm  T        360.00 10K            
R183       RESC1005X40L        235.788mm      68.656mm     235.788mm      68.656mm     235.288mm      68.656mm  T        360.00 10K            
R182       RESC1005X40L        235.788mm      73.736mm     235.788mm      73.736mm     235.288mm      73.736mm  T        360.00 10K            
R181       RESC1005X40L         235.78mm      74.752mm      235.78mm      74.752mm      235.28mm      74.752mm  T        360.00 10K            
R180       RESC1005X40L       241.3162mm     62.7119mm    241.3162mm     62.7119mm    240.8162mm     62.7119mm  B        360.00 120R           
R179       RESC1005X40L        251.917mm      79.197mm     251.917mm      79.197mm     251.417mm      79.197mm  B        360.00 120R           
R178       RESC1005X40L         253.06mm     106.121mm      253.06mm     106.121mm      252.56mm     106.121mm  B        360.00 120R           
R176       RESC1005X40L        235.788mm       72.72mm     235.788mm       72.72mm     235.288mm       72.72mm  T        360.00 10K            
R175       RESC1005X40L        213.436mm       67.64mm     213.436mm       67.64mm     213.436mm       68.14mm  T        270.00 0R             
R174       RESC1005X40L        223.088mm      80.848mm     223.088mm      80.848mm     223.088mm      80.348mm  T         90.00 120R           
R173       RESC1005X40L        214.452mm       67.64mm     214.452mm       67.64mm     214.452mm       68.14mm  T        270.00 0R             
R172       RESC1005X40L        235.788mm      71.704mm     235.788mm      71.704mm     235.288mm      71.704mm  T        360.00 10K            
R171       RESC1005X40L        232.232mm      78.308mm     232.232mm      78.308mm     232.232mm      78.808mm  T        270.00 10K            
R170       RESC1005X40L        213.436mm      68.148mm     213.436mm      68.148mm     213.436mm      68.648mm  B        270.00 3R3            
R169       RESC1005X40L         212.42mm      68.148mm      212.42mm      68.148mm      212.42mm      68.648mm  B        270.00 3R3            
R168       RESC1005X40L          217.5mm      68.148mm       217.5mm      68.148mm       217.5mm      68.648mm  B        270.00 3R3            
R167       RESC1005X40L        219.024mm       80.34mm     219.024mm       80.34mm     218.524mm       80.34mm  B        360.00 3R3            
R166       RESC1005X40L        215.468mm      68.148mm     215.468mm      68.148mm     215.468mm      68.648mm  B        270.00 3R3            
R165       RESC1005X40L        214.452mm      68.148mm     214.452mm      68.148mm     214.452mm      68.648mm  B        270.00 3R3            
R164       RESC1005X40L        211.404mm      68.148mm     211.404mm      68.148mm     211.404mm      68.648mm  B        270.00 3R3            
R163       RESC1005X40L        219.024mm      81.356mm     219.024mm      81.356mm     218.524mm      81.356mm  B        360.00 3R3            
R162       RESC1005X40L        219.024mm      82.372mm     219.024mm      82.372mm     218.524mm      82.372mm  B        360.00 3R3            
R161       RESC1005X40L        216.484mm      68.148mm     216.484mm      68.148mm     216.484mm      68.648mm  B        270.00 3R3            
R160       RESC1005X40L        219.024mm      78.308mm     219.024mm      78.308mm     218.524mm      78.308mm  B        360.00 3R3            
R159       RESC1005X40L        219.024mm      76.276mm     219.024mm      76.276mm     218.524mm      76.276mm  B        360.00 3R3            
R158       RESC1005X40L        219.024mm      79.324mm     219.024mm      79.324mm     218.524mm      79.324mm  B        360.00 3R3            
R157       RESC1005X40L        219.024mm      72.212mm     219.024mm      72.212mm     218.524mm      72.212mm  B        360.00 3R3            
R156       RESC1005X40L        219.024mm      74.244mm     219.024mm      74.244mm     218.524mm      74.244mm  B        360.00 3R3            
R155       RESC1005X40L        219.024mm       75.26mm     219.024mm       75.26mm     218.524mm       75.26mm  B        360.00 3R3            
R154       RESC1005X40L        219.024mm       70.18mm     219.024mm       70.18mm     218.524mm       70.18mm  B        360.00 3R3            
R153       RESC1005X40L        219.024mm      73.228mm     219.024mm      73.228mm     218.524mm      73.228mm  B        360.00 3R3            
R152       RESC1005X40L        219.024mm      71.196mm     219.024mm      71.196mm     218.524mm      71.196mm  B        360.00 3R3            
R151       RESC1005X40L        218.516mm      68.148mm     218.516mm      68.148mm     218.516mm      68.648mm  B        270.00 3R3            
R150       RESC1005X40L       232.1558mm    161.5438mm    232.1558mm    161.5438mm    232.1558mm    161.0438mm  T         90.00 10K            
R149       RESC1005X40L       151.8664mm    124.0026mm    151.8664mm    124.0026mm    152.3664mm    124.0026mm  T        180.00 0R             
R148       RESC1005X40L       148.5644mm    123.9772mm    148.5644mm    123.9772mm    149.0644mm    123.9772mm  T        180.00 0R             
R147       RESC1005X40L         156.54mm      126.06mm      156.54mm      126.06mm      157.04mm      126.06mm  T        180.00 0R             
R146       RESC1005X40L        201.752mm     111.836mm     201.752mm     111.836mm     201.752mm     111.336mm  T         90.00 1K             
R145       RESC1005X40L        204.292mm     111.836mm     204.292mm     111.836mm     204.292mm     111.336mm  T         90.00 1K             
R144       RESC1005X40L       155.7018mm    123.9772mm    155.7018mm    123.9772mm    156.2018mm    123.9772mm  T        180.00 0R             
R143       RESC1005X40L       151.8664mm    126.0346mm    151.8664mm    126.0346mm    152.3664mm    126.0346mm  T        180.00 0R             
R142       RESC1005X40L        199.212mm     111.836mm     199.212mm     111.836mm     199.212mm     111.336mm  T         90.00 1K             
R141       RESC1005X40L        196.672mm     111.836mm     196.672mm     111.836mm     196.672mm     111.336mm  T         90.00 1K             
R140       RESC1005X40L          6.172mm      76.276mm       6.172mm      76.276mm       6.672mm      76.276mm  T        180.00 1K             
R139       RESC1005X40L         283.54mm     211.404mm      283.54mm     211.404mm      283.04mm     211.404mm  T        360.00 0R             
R138       RESC1005X40L         283.54mm     210.388mm      283.54mm     210.388mm      283.04mm     210.388mm  T        360.00 0R             
R137       RESC1005X40L       302.4376mm    222.6562mm    302.4376mm    222.6562mm    302.4376mm    223.1562mm  B        270.00 3K3            
R136       RESC1005X40L        280.746mm     208.864mm     280.746mm     208.864mm     281.246mm     208.864mm  T        180.00 0R             
R135       RESC1005X40L        280.746mm     210.388mm     280.746mm     210.388mm     281.246mm     210.388mm  T        180.00 0R             
R134       RESC1005X40L       300.9136mm    222.6562mm    300.9136mm    222.6562mm    300.9136mm    222.1562mm  B         90.00 10K            
R133       RESC1005X40L       297.8656mm    222.6562mm    297.8656mm    222.6562mm    297.8656mm    222.1562mm  B         90.00 10K            
R132       RESC1005X40L       299.3896mm    222.6562mm    299.3896mm    222.6562mm    299.3896mm    222.1562mm  B         90.00 10K            
R131       RESC1005X40L        280.746mm     211.912mm     280.746mm     211.912mm     281.246mm     211.912mm  T        180.00 0R             
R130       RESC1005X40L        280.746mm     213.436mm     280.746mm     213.436mm     281.246mm     213.436mm  T        180.00 0R             
R129       RESC1005X40L        291.795mm     224.993mm     291.795mm     224.993mm     292.295mm     224.993mm  T        180.00 12K            
R128       RESC1005X40L        190.576mm      64.084mm     190.576mm      64.084mm     190.576mm      64.584mm  B        270.00 3K4            
R127       RESC1005X40L        282.016mm     226.136mm     282.016mm     226.136mm     282.016mm     226.636mm  T        270.00 3K3            
R126       RESC1005X40L        280.746mm      214.96mm     280.746mm      214.96mm     281.246mm      214.96mm  T        180.00 0R             
R125       RESC1005X40L        280.746mm     216.484mm     280.746mm     216.484mm     281.246mm     216.484mm  T        180.00 0R             
R124       RESC1005X40L        280.746mm     218.008mm     280.746mm     218.008mm     281.246mm     218.008mm  T        180.00 0R             
R123       RESC1005X40L        196.164mm      42.748mm     196.164mm      42.748mm     195.664mm      42.748mm  T        360.00 180R           
R122       RESC1005X40L        196.164mm      41.732mm     196.164mm      41.732mm     196.664mm      41.732mm  T        180.00 330R           
R121       RESC1005X40L        173.177mm      83.769mm     173.177mm      83.769mm     173.177mm      84.269mm  B        270.00 3K3            
R120       RESC1005X40L        173.304mm      79.451mm     173.304mm      79.451mm     173.304mm      78.951mm  B         90.00 3K3            
R119       RESC1005X40L        190.703mm      32.461mm     190.703mm      32.461mm     190.203mm      32.461mm  T        360.00 3K3            
R118       RESC1005X40L       195.0211mm      51.892mm     195.021mm      51.892mm    195.0211mm      51.392mm  B         90.00 3K3            
R117       RESC1005X40L        175.336mm      79.705mm     175.336mm      79.705mm     175.336mm      79.205mm  B         90.00 3K3            
R116       RESC1005X40L        192.608mm      51.892mm     192.608mm      51.892mm     192.608mm      51.392mm  B         90.00 3K3            
R115       RESC1005X40L       208.1528mm    120.5228mm    208.1528mm    120.5228mm    208.1528mm    121.0228mm  B        270.00 1K             
R113       RESC1005X40L          192.1mm      48.336mm       192.1mm      48.336mm       192.6mm      48.336mm  T        180.00 3K3            
R112       RESC1005X40L        178.638mm      74.752mm     178.638mm      74.752mm     179.138mm      74.752mm  T        180.00 0R             
R111       RESC1005X40L       203.5808mm    120.5228mm    203.5808mm    120.5228mm    203.5808mm    121.0228mm  B        270.00 1K             
R110       RESC1005X40L        178.384mm      81.864mm     178.384mm      81.864mm     177.884mm      81.864mm  T        360.00 0R             
R109       RESC1005X40L        178.384mm      79.832mm     178.384mm      79.832mm     177.884mm      79.832mm  T        360.00 0R             
R108       RESC1005X40L       193.8781mm      52.908mm     193.878mm      52.908mm    193.8781mm      52.408mm  T         90.00 0R             
R107       RESC1005X40L        178.384mm      80.848mm     178.384mm      80.848mm     177.884mm      80.848mm  T        360.00 0R             
R106       RESC1005X40L       192.9636mm     39.2936mm    192.9636mm     39.2936mm    192.4636mm     39.2936mm  T        360.00 3K3            
R105       RESC1005X40L        191.465mm      52.908mm     191.465mm      52.908mm     191.465mm      52.408mm  T         90.00 0R             
R104       RESC1005X40L       205.1048mm    120.5228mm    205.1048mm    120.5228mm    205.1048mm    120.0228mm  B         90.00 3K3            
R103       RESC1005X40L       206.6288mm    120.5228mm    206.6288mm    120.5228mm    206.6288mm    120.0228mm  B         90.00 3K3            
R102       RESC1005X40L       200.5328mm    120.5228mm    200.5328mm    120.5228mm    200.5328mm    120.0228mm  B         90.00 3K3            
R101       RESC1005X40L       202.0568mm    120.5228mm    202.0568mm    120.5228mm    202.0568mm    120.0228mm  B         90.00 3K3            
R100       RESC1005X40L       199.0088mm    120.5228mm    199.0088mm    120.5228mm    199.0088mm    120.0228mm  B         90.00 3K3            
R99        RESC1005X40L       194.4368mm    120.5228mm    194.4368mm    120.5228mm    194.4368mm    120.0228mm  B         90.00 3K3            
R98        RESC1005X40L       195.9608mm    120.5228mm    195.9608mm    120.5228mm    195.9608mm    120.0228mm  B         90.00 3K3            
R97        RESC1005X40L       197.4848mm    120.5228mm    197.4848mm    120.5228mm    197.4848mm    120.0228mm  B         90.00 3K3            
R96        RESC1005X40L       234.5434mm    130.9622mm    234.5434mm    130.9622mm    234.0434mm    130.9622mm  B        360.00 3K3            
R95        RESC1005X40L        178.638mm     89.4078mm     178.638mm     89.4078mm     178.138mm     89.4078mm  B        360.00 1K             
R94        RESC1005X40L         13.343mm      225.62mm      13.343mm      225.62mm      13.343mm      225.12mm  B         90.00 180R           
R93        RESC1005X40L       178.5872mm      77.419mm    178.5872mm      77.419mm    178.0872mm      77.419mm  B        360.00 1K             
R92        RESC1005X40L        25.3744mm    200.3296mm     25.3744mm    200.3296mm     25.8744mm    200.3296mm  B        180.00 3K3            
R91        RESC1005X40L         227.66mm      91.516mm      227.66mm      91.516mm      228.16mm      91.516mm  T        180.00 0R             
R90        RESC1005X40L        264.744mm      184.48mm     264.744mm      184.48mm     264.744mm      183.98mm  T         90.00 3K3            
R89        RESC1005X40L          37.16mm      17.856mm       37.16mm      17.856mm       37.16mm      17.356mm  T         90.00 3K3            
R88        RESC1005X40L        202.768mm      56.972mm     202.768mm      56.972mm     202.268mm      56.972mm  T        360.00 3K3            
R87        RESC1005X40L         220.04mm       29.54mm      220.04mm       29.54mm      220.04mm       29.04mm  T         90.00 3K3            
R86        RESC1005X40L       177.5204mm    126.0092mm    177.5204mm    126.0092mm    177.5204mm    125.5092mm  T         90.00 3K3            
R85        RESC1005X40L          242.9mm     163.144mm       242.9mm     163.144mm       243.4mm     163.144mm  T        180.00 3K3            
R84        RESC1005X40L        264.744mm     187.528mm     264.744mm     187.528mm     264.744mm     187.028mm  T         90.00 3K3            
R83        RESC1005X40L         21.412mm     225.628mm      21.412mm     225.628mm      21.412mm     225.128mm  B         90.00 180R           
R82        RESC1005X40L         28.016mm      174.32mm      28.016mm      174.32mm      28.516mm      174.32mm  T        180.00 180R           
R81        RESC1005X40L         32.588mm       166.7mm      32.588mm       166.7mm      32.588mm       167.2mm  T        270.00 3K3            
R80        RESC1005X40L         28.016mm      171.78mm      28.016mm      171.78mm      28.516mm      171.78mm  T        180.00 30K            
R79        RESC1005X40L         260.68mm      47.828mm      260.68mm      47.828mm      260.68mm      47.328mm  T         90.00 100R           
R78        RESC1005X40L        259.029mm      35.636mm     259.029mm      35.636mm     259.029mm      35.136mm  T         90.00 10K            
R77        RESC1005X40L         245.44mm      171.78mm      245.44mm      171.78mm      244.94mm      171.78mm  T        360.00 0R             
R76        RESC1005X40L         245.44mm     170.256mm      245.44mm     170.256mm      244.94mm     170.256mm  T        360.00 0R             
R75        RESC1005X40L         245.44mm     168.732mm      245.44mm     168.732mm      244.94mm     168.732mm  T        360.00 0R             
R74        RESC1005X40L         245.44mm     167.208mm      245.44mm     167.208mm      244.94mm     167.208mm  T        360.00 0R             
R73        RESC1005X40L         251.79mm     113.741mm      251.79mm     113.741mm      251.79mm     113.241mm  T         90.00 100R           
R71        RESC1005X40L        242.646mm     171.526mm     242.646mm     171.526mm     243.146mm     171.526mm  B        180.00 10K            
R70        RESC1005X40L        242.646mm     170.002mm     242.646mm     170.002mm     243.146mm     170.002mm  B        180.00 10K            
R69        RESC1005X40L        242.646mm     168.478mm     242.646mm     168.478mm     243.146mm     168.478mm  B        180.00 10K            
R68        RESC1005X40L        242.646mm     166.954mm     242.646mm     166.954mm     243.146mm     166.954mm  B        180.00 10K            
R64        RESC1005X40L        254.076mm       37.16mm     254.076mm       37.16mm     254.076mm       37.66mm  T        270.00 10K            
R63        RESC1005X40L        260.045mm      41.732mm     260.045mm      41.732mm     260.045mm      42.232mm  T        270.00 10K            
R60        RESC1005X40L        242.392mm     142.316mm     242.392mm     142.316mm     242.892mm     142.316mm  T        180.00 0R             
R59        RESC1005X40L          268.3mm     150.444mm       268.3mm     150.444mm       267.8mm     150.444mm  T        360.00 200R           
R58        RESC1005X40L         250.52mm     136.728mm      250.52mm     136.728mm      251.02mm     136.728mm  T        180.00 10K            
R57        RESC1005X40L         164.16mm       34.62mm      164.16mm       34.62mm      163.66mm       34.62mm  T        360.00 180R           
R56        RESC1005X40L        269.316mm     183.464mm     269.316mm     183.464mm     268.816mm     183.464mm  T        360.00 499R           
R54        RESC1005X40L        245.694mm      42.748mm     245.694mm      42.748mm     245.694mm      43.248mm  T        270.00 10K            
R53        RESC1005X40L        261.488mm      53.924mm     261.488mm      53.924mm     261.988mm      53.924mm  T        180.00 10K            
R52        RESC1005X40L        269.824mm      70.688mm     269.824mm      70.688mm     269.324mm      70.688mm  T        360.00 200R           
R48        RESC1005X40L        254.584mm       56.21mm     254.584mm       56.21mm     255.084mm       56.21mm  T        180.00 0R             
R47        RESC1005X40L        254.584mm      57.226mm     254.584mm      57.226mm     255.084mm      57.226mm  T        180.00 0R             
R46        RESC1005X40L        261.488mm        52.4mm     261.488mm        52.4mm     260.988mm        52.4mm  T        360.00 20K            
R45        RESC1005X40L        254.584mm      58.242mm     254.584mm      58.242mm     255.084mm      58.242mm  T        180.00 0R             
R44        RESC1005X40L        254.584mm      59.258mm     254.584mm      59.258mm     255.084mm      59.258mm  T        180.00 0R             
R43        RESC1005X40L        224.993mm      37.414mm     224.993mm      37.414mm     224.993mm      37.914mm  T        270.00 10K            
R42        RESC1005X40L        231.089mm      42.367mm     231.089mm      42.367mm     231.089mm      42.867mm  T        270.00 10K            
R41        RESC1005X40L         34.874mm      13.284mm      34.874mm      13.284mm      34.374mm      13.284mm  T        360.00 0R             
R40        RESC1005X40L         44.272mm       8.712mm      44.272mm       8.712mm      43.772mm       8.712mm  T        360.00 10K            
R39        RESC1005X40L         44.272mm       7.188mm      44.272mm       7.188mm      43.772mm       7.188mm  T        360.00 10K            
R38        RESC1005X40L         25.984mm     163.144mm      25.984mm     163.144mm      25.484mm     163.144mm  T        360.00 19K6           
R37        RESC1005X40L         25.984mm     165.176mm      25.984mm     165.176mm      26.484mm     165.176mm  T        180.00 17K3           
R36        RESC1005X40L         148.92mm      23.952mm      148.92mm      23.952mm      148.92mm      24.452mm  T        270.00 10K            
R35        RESC1005X40L         151.46mm      26.492mm      151.46mm      26.492mm      151.46mm      26.992mm  B        270.00 10K            
R34        RESC1005X40L         44.272mm       11.76mm      44.272mm       11.76mm      43.772mm       11.76mm  T        360.00 10K            
R33        RESC1005X40L         44.272mm      13.284mm      44.272mm      13.284mm      43.772mm      13.284mm  T        360.00 10K            
R32        RESC1005X40L         44.272mm      10.236mm      44.272mm      10.236mm      43.772mm      10.236mm  T        360.00 10K            
R31        RESC1005X40L        260.172mm     173.812mm     260.172mm     173.812mm     259.672mm     173.812mm  T        360.00 1K             
R30        RESC1005X40L         296.24mm      71.196mm      296.24mm      71.196mm      295.74mm      71.196mm  T        360.00 10K            
R29        RESC1005X40L       292.3286mm     40.1828mm    292.3286mm     40.1828mm    292.3286mm     40.6828mm  B        270.00 63K4           
R28        RESC6332X90M         286.08mm      87.452mm      286.08mm      87.452mm      288.38mm      87.452mm  T        180.00 0R002          
R27        RESC6867X140M       270.332mm       47.32mm     270.332mm       47.32mm     270.332mm       44.62mm  T         90.00 0R00025        
R26        RESC1005X40L        295.224mm      22.428mm     295.224mm      22.428mm     295.224mm      22.928mm  T        270.00 ResStd         
R25        RESC6332X90M        290.144mm        77.8mm     290.144mm        77.8mm     290.144mm        80.1mm  T        270.00 0R002          
R24        RESC6332X90M         265.76mm      146.38mm      265.76mm      146.38mm      268.06mm      146.38mm  T        180.00 0R005          
R23        RESC1005X40L       279.7048mm      99.314mm    279.7048mm      99.314mm    279.7048mm      99.814mm  B        270.00 19K6           
R22        RESC1005X40L       260.0704mm     30.4036mm    260.0704mm     30.4036mm    259.5704mm     30.4036mm  T        360.00 10K            
R21        RESC6332X90M        266.522mm     101.422mm     266.522mm     101.422mm     268.822mm     101.422mm  T        180.00 0R001          
R20        RESC1005X40L       260.0704mm      32.034mm    260.0704mm      32.034mm    260.5704mm      32.034mm  T        180.00 0R             
R19        RESC1005X40L        251.028mm     125.552mm     251.028mm     125.552mm     250.528mm     125.552mm  T        360.00 1K15           
R18        RESC1005X40L        266.776mm      97.104mm     266.776mm      97.104mm     267.276mm      97.104mm  T        180.00 ResStd         
R17        RESC1005X40L        252.044mm     124.028mm     252.044mm     124.028mm     251.544mm     124.028mm  T        360.00 3K75           
R16        VISHAY_AC5          273.253mm      12.776mm      273.38mm      12.776mm      273.38mm      21.776mm  T        270.00 56R            
R15        RESC1005X40L        273.634mm      28.397mm     273.634mm      28.397mm     273.634mm      28.897mm  T        270.00 10K            
R14        RESC1005X40L       282.6004mm     154.432mm    282.6004mm     154.432mm    282.6004mm     154.932mm  B        270.00 4K75           
R13        VISHAY_AC5          265.125mm      12.776mm     265.252mm      12.776mm     265.252mm      21.776mm  T        270.00 10R            
R12        RESC1005X40L        243.916mm       128.6mm     243.916mm       128.6mm     244.416mm       128.6mm  T        180.00 10K            
R11        RESC6332X90M        274.396mm     152.984mm     274.396mm     152.984mm     274.396mm     155.284mm  T        270.00 0R002          
R10        RESC1005X40L        274.904mm     142.824mm     274.904mm     142.824mm     275.404mm     142.824mm  T        180.00 ResStd         
R9         RESC1005X40L        91.4906mm     124.409mm     91.4906mm     124.409mm     90.9906mm     124.409mm  B        360.00 4K99           
R8         RESC1005X40L       109.8041mm     127.076mm     109.804mm     127.076mm    109.8041mm     127.576mm  B        270.00 4K53           
R7         RESC1005X40L        88.7728mm      124.79mm     88.7728mm      124.79mm     88.7728mm      125.29mm  B        270.00 2K49           
R6         RESC1005X40L        110.312mm     125.044mm     110.312mm     125.044mm     110.312mm     125.544mm  B        270.00 1K13           
R5         RESC1005X40L         275.92mm      189.56mm      275.92mm      189.56mm      275.92mm      190.06mm  T        270.00 2K37           
R4         RESC6332X90M        273.888mm     197.688mm     273.888mm     197.688mm     273.888mm     199.988mm  T        270.00 0R005          
R3         RESC1005X40L         275.92mm     186.512mm      275.92mm     186.512mm      275.92mm     186.012mm  T         90.00 ResStd         
R2         RESC1005X40L        100.533mm     129.235mm     100.533mm     129.235mm     100.033mm     129.235mm  T        360.00 10K            
R1         RESC1005X40L        108.534mm     129.108mm     108.534mm     129.108mm     108.534mm     128.608mm  T         90.00 10K            
P16        SAMTEC_TSM-107-01-TM-DV-P       11.76mm      23.444mm       11.76mm      23.444mm      14.235mm      15.824mm  T         90.00 TSM-107-01-TM-DV-P
P15        3M_N2520-6V0C-RB-WE       11.76mm     153.238mm       11.76mm     153.238mm       15.19mm     141.808mm  T         90.00 N2520-6V0C-RB-WE
P13        MOLEX_0015912100       11.76mm     125.806mm       11.76mm     125.806mm       13.98mm     120.726mm  T         90.00 015912100      
P9         HALO_HFJ11-1G02E-L55     260.426mm     234.897mm     260.426mm     237.312mm     266.136mm     228.422mm  T        180.00 HFJ11-1G02E-L55
P7         MOLEX_0015912100       11.76mm      44.272mm       11.76mm      44.272mm        9.54mm      49.352mm  T        270.00 015912100      
P6         MOLEX_0015912100     236.296mm     177.368mm     236.296mm     177.368mm     231.216mm     175.148mm  T        360.00 015912100      
P5         SAMTEC_TSM-105-01-T-SV       11.76mm      62.052mm       11.76mm      62.052mm        10.3mm      67.132mm  T        270.00 TSM-105-01-TM  
P3         TYCO_292304-1       290.906mm      236.63mm     290.906mm      235.28mm     289.656mm      234.28mm  T        180.00 292304-1       
P2         TYCO_5767054-1       234.01mm    136.8169mm      234.01mm    139.6744mm      230.48mm    133.9594mm  T        270.00 5767054-1      
P1         3M_8510-4500PL      281.508mm     137.744mm     281.508mm     137.744mm     286.588mm     136.474mm  T        360.00 8510-4500PL    
L24        INDC2012X130L       226.644mm     220.548mm     226.644mm     220.548mm     225.894mm     220.548mm  T        360.00 600R           
L23        INDC2012X130L        50.876mm    117.1272mm      50.876mm    117.1272mm      51.626mm    117.1272mm  T        180.00 600R           
L22        INDC2012X130L      145.1608mm    111.6328mm    145.1608mm    111.6328mm    145.9108mm    111.6328mm  T        180.00 600R           
L21        INDC2012X130L        249.25mm     220.548mm      249.25mm     220.548mm       248.5mm     220.548mm  T        360.00 600R           
